Date,Rank,TRACK,Peak,Prev,Streak,Streams
2025-01-23,"4
1","Jo Tum Mere Ho
Anuv Jain",1,3,24,"6,017,678"
2025-01-23,"5
 – ","Die With A Smile
Lady Gaga, Bruno Mars",4,5,17,"5,035,845"
2025-01-23,"6
 – ","Ishq
Faheem Abdullah, Rauhan Malik, Amir Ameer",2,6,43,"4,830,296"
2025-01-23,"7
2","Wavy
Karan Aujla",4,9,10,"4,045,336"
2025-01-23,"8
 – ","Aaj Ki Raat (From ""Stree 2"")
Sachin-Jigar, Madhubanti Bagchi, Divya Kumar, Amitabh Bhattacharya",1,8,26,"3,966,573"
2025-01-23,"9
2","Millionaire
Yo Yo Honey Singh",3,7,21,"3,866,175"
2025-01-23,"10
1","Sajni (From ""Laapataa Ladies"")
Ram Sampath, Arijit Singh, Prashant Pandey",1,11,38,"3,692,016"
2025-01-23,"11
1","Apna Bana Le
Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",1,10,65,"3,592,718"
2025-01-23,"12
3","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")
Arijit Singh, Mithoon",2,15,295,"3,304,655"
2025-01-23,"13
4","Tum Se Hi
Pritam, Mohit Chauhan, Irshad Kamil",13,17,250,"3,255,190"
2025-01-23,"14
1","Russian Bandana
Dhanda Nyoliwala",6,13,17,"3,239,254"
2025-01-23,"15
1","Payal
Yo Yo Honey Singh, Paradox",14,14,9,"3,206,226"
2025-01-23,"16
4","Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")
Aditya Rikhari, Tulsi Kumar, Lijo George-Dj Chetas",9,12,12,"3,146,609"
2025-01-23,"17
2","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")
Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",10,19,48,"3,018,473"
2025-01-23,"18
2","blue
yung kai",16,16,7,"2,962,617"
2025-01-23,"19
5","Ye Tune Kya Kiya
Pritam, Javed Bashir",19,24,42,"2,949,969"
2025-01-23,"20
 – ","Husn
Anuv Jain",1,20,60,"2,769,525"
2025-01-23,"21
3","Softly
Karan Aujla, Ikky",4,18,75,"2,754,419"
2025-01-23,"22
1","Satranga (From ""ANIMAL"")
Arijit Singh, Shreyas Puranik, Siddharth - Garima",2,23,65,"2,702,082"
2025-01-23,"23
2","Sang Rahiyo (feat. Ujjwal Kashyap)
Jasleen Royal, Ujjwal Kashyap",21,25,45,"2,675,213"
2025-01-23,"24
6","Humdard (From ""Ek Villain"")
Arijit Singh",24,30,137,"2,673,578"
2025-01-23,"25
1","Pehle Bhi Main
Vishal Mishra, Raj Shekhar",1,26,60,"2,651,569"
2025-01-23,"26
8","Tainu Khabar Nahi - From ""Munjya""
Sachin-Jigar, Arijit Singh",17,34,32,"2,607,718"
2025-01-23,"27
5","Chuttamalle (From ""Devara Part 1"")
Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry",4,22,25,"2,590,393"
2025-01-23,"28
1","Dekhha Tenu (From ""Mr. And Mrs. Mahi"")
Mohammad Faiz, Jaani",2,27,36,"2,581,317"
2025-01-23,"29
8","Ajab Si
Vishal-Shekhar, KK",23,37,127,"2,522,673"
2025-01-23,"30
1","Mere Sohneya (From ""Kabir Singh"")
Sachet Tandon, Parampara Tandon, Sachet-Parampara",4,31,105,"2,517,168"
2025-01-23,"31
10","APT.
ROSÉ, Bruno Mars",13,21,14,"2,489,539"
2025-01-23,"32
 – ","O Maahi
Pritam, Arijit Singh, Irshad Kamil",4,32,58,"2,476,847"
2025-01-23,"33
4","Tauba Tauba
Karan Aujla",1,29,29,"2,464,187"
2025-01-23,"34
2","Subhanallah
Pritam, Sreeram, Shilpa Rao",34,36,27,"2,462,402"
2025-01-23,"35
 – ","Naina (From ""Crew"")
Diljit Dosanjh, Badshah, Raj Ranjodh",3,35,46,"2,456,127"
2025-01-23,"36
8","Aayi Nai (From ""Stree 2"")
Sachin-Jigar, Pawan Singh, Simran Choudhary, Divya Kumar, Amitabh Bhattacharya",2,28,24,"2,396,729"
2025-01-23,"37
20","Jhol
Maanu, Annural Khalid",37,57,6,"2,386,038"
2025-01-23,"38
5","Jeena Jeena
Sachin-Jigar, Atif Aslam",29,43,52,"2,379,477"
2025-01-23,"39
1","Tera Hone Laga Hoon
Atif Aslam, Alisha Chinai, Pritam",33,40,193,"2,352,960"
2025-01-23,"40
14","Godari Gattu Meedha (From ""Sankranthiki Vasthunam"")
Ramana Gogula, Madhupriya, Bheems Ceciroleo, Bhaskarabhatla",40,54,4,"2,350,490"
2025-01-23,"41
3","Khoobsurat (From ""Stree 2"")
Sachin-Jigar, Vishal Mishra, Amitabh Bhattacharya",5,44,23,"2,324,909"
2025-01-23,"42
3","Tu hai kahan
AUR",1,45,67,"2,268,094"
2025-01-23,"43
5","Baarishein
Anuv Jain",16,38,153,"2,253,872"
2025-01-23,"44
5","Saibo
Sachin-Jigar, Shreya Ghoshal, Tochi Raina",31,49,215,"2,245,480"
2025-01-23,"45
3","Heeriye (feat. Arijit Singh)
Jasleen Royal, Arijit Singh, Dulquer Salmaan",1,42,78,"2,233,364"
2025-01-23,"46
5","O Saathi
Atif Aslam, Arko",46,51,67,"2,231,003"
2025-01-23,"47
14","Born to Shine
Diljit Dosanjh",14,33,47,"2,186,045"
2025-01-23,"48
20","Tumhare Hi Rahenge Hum (From ""Stree 2"")
Sachin-Jigar, Varun Jain, Shilpa Rao, Amitabh Bhattacharya",8,68,23,"2,183,670"
2025-01-23,"49
2","Suniyan Suniyan
Juss, MixSingh",3,47,36,"2,170,765"
2025-01-23,"50
11","Agar Tum Saath Ho (From ""Tamasha"")
Alka Yagnik, Arijit Singh",4,61,286,"2,162,840"
2025-01-23,"51
10","Mera Mann
Juss, MixSingh",12,41,7,"2,153,301"
2025-01-23,"52
13","Maiyya
Sachet-Parampara, Sachet Tandon, Parampara Tandon, Kausar Munir",39,39,7,"2,137,099"
2025-01-23,"53
7","Ranjha (From ""Shershaah"")
Jasleen Royal, B Praak, Romy",1,46,181,"2,133,055"
2025-01-23,"54
2","Humsafar (From ""Badrinath Ki Dulhania"")
Akhil Sachdeva, Mansheel Gujral",52,52,12,"2,111,629"
2025-01-23,"55
5","Kaise Hua (From ""Kabir Singh"")
Vishal Mishra, Manoj Muntashir",5,50,293,"2,087,031"
2025-01-23,"56
11","Shree Hanuman Chalisa
Hariharan",39,67,120,"2,081,830"
2025-01-23,"57
3","Tera Ban Jaunga (From ""Kabir Singh"")
Akhil Sachdeva, Tulsi Kumar",4,60,72,"2,041,825"
2025-01-23,"58
5","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")
Mitraz",2,53,52,"2,039,634"
2025-01-23,"59
13","Ishq Sufiyana (Male)
Vishal-Shekhar, Kamal Khan",59,72,7,"2,029,230"
2025-01-23,"60
4","Dil Diyan Gallan
Atif Aslam",53,64,115,"2,018,669"
2025-01-23,"61
2","Tum Hi Ho
Mithoon, Arijit Singh",42,63,208,"2,007,570"
2025-01-23,"62
14","Victory Anthem
Khushi TDT, Lash curry, Audiocrackerr",17,48,11,"1,986,370"
2025-01-23,"63
5","Desi Kalakaar
Yo Yo Honey Singh",13,58,24,"1,977,955"
2025-01-23,"64
2","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")
Vishal Mishra, Rashmeet Kaur",5,66,81,"1,946,203"
2025-01-23,"65
9","Soch Na Sake
Amaal Mallik, Arijit Singh, Tulsi Kumar",46,74,78,"1,942,130"
2025-01-23,"66
30","AANKH
Sunidhi Chauhan, Rusha & Blizza",66,96,5,"1,934,635"
2025-01-23,"67
12","One Love
Shubh",3,55,75,"1,929,242"
2025-01-23,"68
14","Departure Lane
Talha Anjum, Umair",68,82,3,"1,906,748"
2025-01-23,"69
6","Pehli Dafa
Atif Aslam, Shiraz Uppal",69,75,55,"1,903,145"
2025-01-23,"70
1","Excuses
AP Dhillon, Gurinder Gill, Intense",1,69,170,"1,895,544"
2025-01-23,"71
2","Haan Ke Haan
Sohail Sen, Monali Thakur, Kausar Munir",9,73,25,"1,893,241"
2025-01-23,"72
7","White Brown Black
Avvy Sra, Karan Aujla, Jaani",29,65,110,"1,874,820"
2025-01-23,"73
100","Ahista Ahista
Kazinama, Musarrat Nazir",73,173,2,"1,873,635"
2025-01-23,"74
4","Bandana
Shubh",8,70,43,"1,872,961"
2025-01-23,"75
3","Maula Mere Maula
Roop Kumar Rathod",75,78,23,"1,872,436"
2025-01-23,"76
5","Shayad
Pritam, Arijit Singh",1,71,262,"1,860,385"
2025-01-23,"77
18","Aaye Haaye (Feat. Nora Fatehi)
Karan Aujla, Neha Kakkar, Jay Trak",32,59,7,"1,842,045"
2025-01-23,"78
1","Bujji Thalli (From ""Thandel"")
Devi Sri Prasad, Javed Ali, Shree Mani",77,77,8,"1,820,927"
2025-01-23,"79
11","Mann Mera
Gajendra Verma",26,90,63,"1,797,998"
2025-01-23,"80
46","O Rangrez
Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali",80,126,12,"1,794,977"
2025-01-23,"81
19","Kho Gaye
Taaruk Raina, Mismatched - Cast",8,62,5,"1,789,605"
2025-01-23,"82
33","La La La
Dhanda Nyoliwala",82,115,3,"1,777,847"
2025-01-23,"83
29","Saiyyan
Kailash Kher, Paresh Kamath, Naresh Kamath",83,112,28,"1,776,429"
2025-01-23,"84
5","Maiyya Mainu
Sachet Tandon",5,79,23,"1,775,327"
2025-01-23,"85
 – ","Tu Hain Toh (From ""Mr. And Mrs. Mahi"")
Bunny, Hunny, Sagar",8,85,31,"1,767,277"
2025-01-23,"86
30","Peelings (From ""Pushpa 2 The Rule"") [TELUGU]
Shankarr Babu Kandukoori, Laxmi Dasa, Devi Sri Prasad, Chandra Bose, Siju Thuravoor",19,56,7,"1,760,890"
2025-01-23,"87
 – ","O Meri Laila
Atif Aslam, Jyotica Tangri",16,87,24,"1,758,473"
2025-01-23,"88
62","Teri Deewani
Kailash Kher, Paresh Kamath, Naresh Kamath",88,150,6,"1,747,403"
2025-01-23,"89
5","Morni
Badshah, Sharvi Yadav, Hiten",33,84,9,"1,744,146"
2025-01-23,"90
2","Tere Bina Na Guzara E
Josh Brar",19,88,15,"1,741,622"
2025-01-23,"91
1","Jeene Laga Hoon
Atif Aslam, Shreya Ghoshal, Sachin-Jigar",62,92,16,"1,736,525"
2025-01-23,"92
1","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")
Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",15,93,65,"1,736,041"
2025-01-23,"93
12","Cheques
Shubh",1,81,87,"1,734,249"
2025-01-23,"94
4","Tenu Sang Rakhna
Achint, Arijit Singh, Anumita Nadesan, Varun Grover",94,98,3,"1,729,214"
2025-01-23,"95
15","Soulmate
Badshah, Arijit Singh",2,80,44,"1,721,085"
2025-01-23,"96
9","Hamari Adhuri Kahani (Title Track)
Jeet Gannguli, Arijit Singh",56,105,127,"1,711,663"
2025-01-23,"97
4","Tere Bina
A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",97,101,22,"1,711,548"
2025-01-23,"98
22","Aasa Kooda - From ""Think Indie""
Sai Abhyankkar, Sai Smriti",3,76,31,"1,704,617"
2025-01-23,"99
2","Pee Loon
Pritam, Mohit Chauhan, Irshad Kamil",37,97,48,"1,699,797"
2025-01-23,"100
10","Hawayein
Pritam, Arijit Singh",51,110,98,"1,693,943"
2025-01-23,"101
10","Tu Jaane Na
Atif Aslam, Pritam",71,111,52,"1,691,264"
2025-01-23,"102
23","Hasi - Male Version
Ami Mishra, Kunaal Vermaa",77,125,82,"1,689,694"
2025-01-23,"103
5","Kabira
Pritam, Tochi Raina, Rekha Bhardwaj",31,108,250,"1,679,701"
2025-01-23,"104
4","Soni Soni (From ""Ishq Vishk Rebound"")
Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini",4,100,34,"1,677,258"
2025-01-23,"105
22","Samjho Na
Aditya Rikhari",23,83,84,"1,675,495"
2025-01-23,"106
11","Tera Fitoor
Arijit Singh",61,95,4,"1,671,587"
2025-01-23,"107
18","Kesariya
Pritam, Arijit Singh, Amitabh Bhattacharya",1,89,132,"1,668,183"
2025-01-23,"108
1","God Damn
Badshah, Karan Aujla, Hiten",15,107,44,"1,665,979"
2025-01-23,"109
26","Pani Da Rang - Male Vocals
Ayushmann Khurrana, Rochak Kohli",68,135,9,"1,664,755"
2025-01-23,"110
14","Chale Aana (From ""De De Pyaar De"")
Amaal Mallik, Armaan Malik, Kunaal Vermaa",18,124,11,"1,664,074"
2025-01-23,"111
8","Dil Tu Jaan Tu
Gurnazar, Chet Singh",14,103,26,"1,644,565"
2025-01-23,"112
6","Mitwa
Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",106,118,13,"1,642,397"
2025-01-23,"113
4","Ae Dil Hai Mushkil Title Track
Pritam, Arijit Singh",79,117,126,"1,640,370"
2025-01-23,"114
15","Love Dose
Yo Yo Honey Singh",32,99,21,"1,625,646"
2025-01-23,"115
1","Chaleya
Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",1,116,76,"1,621,261"
2025-01-23,"116
3","Ilahi
Pritam, Arijit Singh",113,113,4,"1,617,726"
2025-01-23,"117
31","Blue Eyes
Yo Yo Honey Singh",38,86,21,"1,616,190"
2025-01-23,"118
27","Malang Sajna
Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",4,91,105,"1,608,348"
2025-01-23,"119
17","Maan Meri Jaan
King",1,136,119,"1,605,388"
2025-01-23,"120
21","Phir Bhi Tumko Chaahunga
Mithoon, Arijit Singh, Shashaa Tirupati",120,141,18,"1,603,216"
2025-01-23,"121
7","Taras - From ""Munjya""
Sachin-Jigar, Jasmine Sandlas, Amitabh Bhattacharya",38,128,32,"1,600,323"
2025-01-23,"122
13","Zaroor
Aparshakti Khurana, Savi Kahlon",13,109,25,"1,592,701"
2025-01-23,"123
3","Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")
Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",9,120,82,"1,579,422"
2025-01-23,"124
10","Ishq Di Baajiyaan
Shankar-Ehsaan-Loy, Diljit Dosanjh",114,114,7,"1,577,417"
2025-01-23,"125
3","Mast Magan (From ""2 States"")
Arijit Singh, Chinmayi",45,122,137,"1,574,571"
2025-01-23,"126
32","Old Money
AP Dhillon",13,94,23,"1,562,777"
2025-01-23,"127
6","Tere Sang Yaara
Atif Aslam, Manoj Muntashir",125,133,11,"1,555,017"
2025-01-23,"128
19","Kalank - Title Track
Pritam, Arijit Singh",5,147,5,"1,549,555"
2025-01-23,"129
9","Knife Brows
Dhanda Nyoliwala",80,138,11,"1,546,094"
2025-01-23,"130
14","Admirin' You (feat. Preston Pablo)
Karan Aujla, Ikky, Preston Pablo",24,144,77,"1,546,046"
2025-01-23,"131
8","Phir Mohabbat (From ""Murder 2"")
Mohammed Irfan, Arijit Singh, Saim Bhat",131,139,4,"1,544,818"
2025-01-23,"132
2","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")
Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",1,134,4,"1,537,180"
2025-01-23,"133
1","Kahani Suno 2.0
Kaifi Khalil",1,132,110,"1,536,841"
2025-01-23,"134
3","I Wanna Be Yours
Arctic Monkeys",48,131,115,"1,536,497"
2025-01-23,"135
16","Kasturi (From ""Amar Prem Ki Prem Kahani"")
Arijit Singh, Prasad S, Kunaal Vermaa",65,119,14,"1,534,486"
2025-01-23,"136
15","2 Khatole
Masoom Sharma, Manjeet Mor, Chahal Saab, Vikash Rajana",136,151,3,"1,533,103"
2025-01-23,"137
 – ","Winning Speech
Karan Aujla, Mxrci",8,137,36,"1,525,884"
2025-01-23,"138
9","Mere Mehboob
Sachin-Jigar, Shilpa Rao, Sachet Tandon, Priya Saraiya",29,129,16,"1,521,320"
2025-01-23,"139
37","Manjha
Vishal Mishra",16,102,98,"1,508,894"
2025-01-23,"140
24","Piya O Re Piya
Atif Aslam, Shreya Ghoshal, Sachin-Jigar",114,164,3,"1,502,585"
2025-01-23,"141
24","Tujhe Bhula Diya
Vishal-Shekhar, Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak",94,165,20,"1,490,242"
2025-01-23,"142
33","Tere Naina
Shankar-Ehsaan-Loy, Shafqat Amanat Ali",142,175,2,"1,485,539"
2025-01-23,"143
6","Humnava Mere
Jubin Nautiyal, Rocky - Shiv",66,149,21,"1,477,791"
2025-01-23,"144
2","Pal
Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole",34,142,194,"1,451,862"
2025-01-23,"145
1","One Of The Girls (with JENNIE, Lily Rose Depp)
The Weeknd, JENNIE, Lily-Rose Depp",98,146,55,"1,446,654"
2025-01-23,"146
Re-Entry","Bulleya
Vishal-Shekhar, Papon, Irshad Kamil",146,—,1,"1,443,922"
2025-01-23,"147
13","Banjaara (From ""Ek Villain"")
Mohammed Irfan",146,160,3,"1,440,995"
2025-01-23,"148
19","Timeless (feat. Playboi Carti)
The Weeknd, Playboi Carti",148,167,5,"1,440,233"
2025-01-23,"149
12","Zaalima
Arijit Singh, Harshdeep Kaur",78,161,5,"1,439,491"
2025-01-23,"150
33","Hale Dil
Harshit Saxena",98,183,3,"1,437,571"
2025-01-23,"151
30","Ve Haaniyaan
Danny, Avvy Sra, Sagar",10,121,51,"1,430,436"
2025-01-23,"152
20","Khuda Jaane
Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",37,172,88,"1,428,100"
2025-01-23,"153
10","Nazm Nazm
Arko",106,143,7,"1,411,477"
2025-01-23,"154
2","Bolna (From ""Kapoor & Sons (Since 1921)"")
Tanishk Bagchi, Arijit Singh, Asees Kaur",59,152,66,"1,407,723"
2025-01-23,"155
New","Hona Tha Pyar
Atif Aslam, Hadiqa Kiani",155,—,1,"1,406,735"
2025-01-23,"156
12","Chahun Main Ya Naa (From ""Aashiqui 2"")
Palak Muchhal, Arijit Singh",108,168,62,"1,402,637"
2025-01-23,"157
34","Kinni Kinni
Diljit Dosanjh, thiarajxtt",24,123,63,"1,400,220"
2025-01-23,"158
16","Up To U
Dhanda Nyoliwala",58,174,11,"1,395,631"
2025-01-23,"159
41","Sawadeeka (From ""Vidaamuyarchi"")
Anirudh Ravichander, Anthony Daasan, Arivu",159,200,2,"1,392,462"
2025-01-23,"160
56","Manasilaayo
Anirudh Ravichander, Malaysia Vasudevan, Deepthi Suresh, Yugendran Vasudevan",7,104,20,"1,388,795"
2025-01-23,"161
1","Zara Sa
Pritam, KK",33,162,17,"1,387,463"
2025-01-23,"162
56","Hey Minnale
G. V. Prakash, Haricharan, Shweta Mohan, Karthik Netha",10,106,15,"1,384,695"
2025-01-23,"163
4","Hua Main (From ""ANIMAL"")
Raghav Chaitanya, Manoj Muntashir, Pritam",6,159,67,"1,383,704"
2025-01-23,"164
Re-Entry","Deewana Kar Raha Hai
Javed Ali",164,—,1,"1,383,551"
2025-01-23,"165
20","Espresso
Sabrina Carpenter",26,145,39,"1,377,982"
2025-01-23,"166
36","Illuminati
Sushin Shyam, Dabzee, Vinayak Sasikumar",3,130,42,"1,374,604"
2025-01-23,"167
4","Jaanam (From ""Bad Newz"")
Vishal Mishra",7,163,8,"1,372,972"
2025-01-23,"168
2","Perfect
Ed Sheeran",29,166,249,"1,370,808"
2025-01-23,"169
2","Guzarish
Javed Ali",148,171,15,"1,370,409"
2025-01-23,"170
6","Starboy
The Weeknd, Daft Punk",12,176,137,"1,364,896"
2025-01-23,"171
6","Samjhawan
Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",70,177,4,"1,354,251"
2025-01-23,"172
32","Lemonade
Diljit Dosanjh",26,140,125,"1,347,483"
2025-01-23,"173
25","Lalkara
Diljit Dosanjh, Intense, Sultaan",22,148,68,"1,343,920"
2025-01-23,"174
4","Beete Lamhein (From ""The Train"")
KK",75,178,37,"1,343,349"
2025-01-23,"175
22","Main Rang Sharbaton Ka
Atif Aslam, Chinmayi, Pritam",73,153,4,"1,342,251"
2025-01-23,"176
Re-Entry","Kya Mujhe Pyar Hai
Pritam, KK, Neelesh Misra",42,—,1,"1,341,984"
2025-01-23,"177
17","Blender
Masoom Sharma, Swara Verma, Dev Chouhan, Pooja Saxena",177,194,3,"1,338,753"
2025-01-23,"178
22","ANTIDOTE
Karan Aujla",32,156,30,"1,318,974"
2025-01-23,"179
10","Asal Mein
Darshan Raval",21,169,100,"1,309,935"
2025-01-23,"180
19","Channa Ve - From ""Bhoot - Part One: The Haunted Ship""
Mansheel Gujral, Akhil Sachdeva",33,199,6,"1,308,258"
2025-01-23,"181
10","Choo Lo
The Local Train",49,191,82,"1,307,582"
2025-01-23,"182
8","Night Changes
One Direction",22,190,191,"1,301,589"
2025-01-23,"183
4","Dil Se Dil Tak (From ""Bawaal"")
Akashdeep Sengupta, Laqshay Kapoor, Kausar Munir, Suvarna Tiwari",38,179,7,"1,300,762"
2025-01-23,"184
30","Raabta
Pritam, Arijit Singh",41,154,14,"1,299,514"
2025-01-23,"185
Re-Entry","Tum Tak
A.R. Rahman, Javed Ali, KIRTI SAGATHIA, Pooja AV",167,—,1,"1,294,679"
2025-01-23,"186
 – ","King Shit
Shubh",5,186,55,"1,293,497"
2025-01-23,"187
5","Duniyaa (From ""Luka Chuppi"")
Akhil, Dhvani Bhanushali, Kunaal Vermaa, Abhijit Vaghani",1,182,309,"1,289,780"
2025-01-23,"188
31","G.O.A.T.
Diljit Dosanjh",1,157,20,"1,277,033"
2025-01-23,"189
 – ","Kun Faya Kun
A.R. Rahman, Javed Ali, Mohit Chauhan",60,189,3,"1,276,824"
2025-01-23,"190
2","52 Bars
Karan Aujla, Ikky",12,192,2,"1,266,440"
2025-01-23,"191
New","Uyi Amma - From ""Azaad""
Amit Trivedi, Madhubanti Bagchi, Amitabh Bhattacharya",191,—,1,"1,265,822"
2025-01-23,"192
New","Triple OG
DIVINE, Phenom",192,—,1,"1,264,952"
2025-01-23,"193
66","Kissik (From ""Pushpa 2 The Rule"") [TELUGU]
Sublahshini, Devi Sri Prasad, Chandra Bose",30,127,8,"1,253,059"
2025-01-23,"194
Re-Entry","Itni Si Baat Hain (From ""Azhar"")
Arijit Singh, Antara Mitra",144,—,1,"1,252,047"
2025-01-23,"195
7","9:45
Prabh Singh, Jay Trak, Rooh Sandhu",9,188,81,"1,250,662"
2025-01-23,"196
Re-Entry","Bekhayali (From ""Kabir Singh"")
Sachet Tandon, Sachet-Parampara",1,—,1,"1,248,283"
2025-01-23,"197
1","Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")
Raghav, Tanishk Bagchi, Asees Kaur",5,196,2,"1,246,891"
2025-01-23,"198
13","Kabhi Kabhi Aditi
Rashid Ali",58,185,55,"1,246,221"
2025-01-23,"199
29","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]
Shreya Ghoshal, Devi Sri Prasad, Chandra Bose",89,170,8,"1,242,423"
2025-01-23,"200
20","Mahiye Jinna Sohna
Darshan Raval",2,180,3,"1,227,721"
2025-01-30,"1
 – ","Sahiba
Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma",1,1,10,"7,042,012"
2025-01-30,"2
 – ","Ishq Hai
Anurag Saikia, Raj Shekhar, Romy, Amarabha Banerjee, Varun Jain, Madhubanti Bagchi, Mismatched - Cast",1,2,7,"6,859,427"
2025-01-30,"3
1","Jo Tum Mere Ho
Anuv Jain",1,4,25,"5,771,923"
2025-01-30,"4
1","Raanjhan (From ""Do Patti"")
Sachet-Parampara, Parampara Tandon, Kausar Munir",2,3,15,"5,675,262"
2025-01-30,"5
 – ","Die With A Smile
Lady Gaga, Bruno Mars",4,5,18,"4,684,247"
2025-01-30,"6
 – ","Ishq
Faheem Abdullah, Rauhan Malik, Amir Ameer",2,6,44,"4,574,539"
2025-01-30,"7
 – ","Wavy
Karan Aujla",4,7,11,"3,851,150"
2025-01-30,"8
2","Sajni (From ""Laapataa Ladies"")
Ram Sampath, Arijit Singh, Prashant Pandey",1,10,39,"3,604,164"
2025-01-30,"9
1","Aaj Ki Raat (From ""Stree 2"")
Sachin-Jigar, Madhubanti Bagchi, Divya Kumar, Amitabh Bhattacharya",1,8,27,"3,596,966"
2025-01-30,"10
1","Millionaire
Yo Yo Honey Singh",3,9,22,"3,513,862"
2025-01-30,"11
 – ","Apna Bana Le
Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",1,11,66,"3,498,372"
2025-01-30,"12
5","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")
Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",10,17,49,"3,095,773"
2025-01-30,"13
1","Russian Bandana
Dhanda Nyoliwala",6,14,18,"3,063,513"
2025-01-30,"14
2","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")
Arijit Singh, Mithoon",2,12,296,"3,059,466"
2025-01-30,"15
4","Ye Tune Kya Kiya
Pritam, Javed Bashir",15,19,43,"3,040,520"
2025-01-30,"16
3","Tum Se Hi
Pritam, Mohit Chauhan, Irshad Kamil",13,13,251,"3,023,184"
2025-01-30,"17
2","Payal
Yo Yo Honey Singh, Paradox",14,15,10,"2,867,273"
2025-01-30,"18
New","Tu Hain Toh Main Hoon (From ""Sky Force"")
Tanishk Bagchi, Arijit Singh, Afsana Khan, Irshad Kamil",18,—,1,"2,843,438"
2025-01-30,"19
3","Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")
Aditya Rikhari, Tulsi Kumar, Lijo George-Dj Chetas",9,16,13,"2,793,965"
2025-01-30,"20
2","Satranga (From ""ANIMAL"")
Arijit Singh, Shreyas Puranik, Siddharth - Garima",2,22,66,"2,741,210"
2025-01-30,"21
3","blue
yung kai",16,18,8,"2,707,695"
2025-01-30,"22
7","Ajab Si
Vishal-Shekhar, KK",22,29,128,"2,688,367"
2025-01-30,"23
14","Jhol
Maanu, Annural Khalid",23,37,7,"2,682,098"
2025-01-30,"24
4","Husn
Anuv Jain",1,20,61,"2,666,887"
2025-01-30,"25
1","Humdard (From ""Ek Villain"")
Arijit Singh",24,24,138,"2,652,951"
2025-01-30,"26
3","Sang Rahiyo (feat. Ujjwal Kashyap)
Jasleen Royal, Ujjwal Kashyap",21,23,46,"2,613,230"
2025-01-30,"27
2","Pehle Bhi Main
Vishal Mishra, Raj Shekhar",1,25,61,"2,600,934"
2025-01-30,"28
 – ","Dekhha Tenu (From ""Mr. And Mrs. Mahi"")
Mohammad Faiz, Jaani",2,28,37,"2,573,649"
2025-01-30,"29
8","Softly
Karan Aujla, Ikky",4,21,76,"2,479,351"
2025-01-30,"30
9","Tera Hone Laga Hoon
Atif Aslam, Alisha Chinai, Pritam",30,39,194,"2,466,356"
2025-01-30,"31
1","Mere Sohneya (From ""Kabir Singh"")
Sachet Tandon, Parampara Tandon, Sachet-Parampara",4,30,106,"2,458,681"
2025-01-30,"32
6","Jeena Jeena
Sachin-Jigar, Atif Aslam",29,38,53,"2,443,301"
2025-01-30,"33
7","Tainu Khabar Nahi - From ""Munjya""
Sachin-Jigar, Arijit Singh",17,26,33,"2,433,713"
2025-01-30,"34
2","O Maahi
Pritam, Arijit Singh, Irshad Kamil",4,32,59,"2,433,456"
2025-01-30,"35
2","Tauba Tauba
Karan Aujla",1,33,30,"2,395,905"
2025-01-30,"36
9","Chuttamalle (From ""Devara Part 1"")
Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry",4,27,26,"2,395,363"
